Name,ReferenceDate,DailyReturn,Add1InPercentSpace,Total Return
S&P 500 Total Return Index,7/11/91,0.3266,1.003266,12.5304%
S&P 500 Total Return Index,7/12/91,0.8713,1.008713,13.5108%
S&P 500 Total Return Index,7/15/91,0.5805,1.005805,14.1698%
S&P 500 Total Return Index,7/16/91,-0.2193,0.997807,13.9194%
S&P 500 Total Return Index,7/17/91,-0.0902,0.999098,13.8167%
S&P 500 Total Return Index,7/18/91,1.1,1.011,15.0686%
S&P 500 Total Return Index,7/19/91,-0.2978,0.997022,14.7260%
S&P 500 Total Return Index,7/22/91,-0.34,0.9966,14.3359%
S&P 500 Total Return Index,7/23/91,-0.9036,0.990964,13.3028%
S&P 500 Total Return Index,7/24/91,-0.2024,0.997976,13.0734%
S&P 500 Total Return Index,7/25/91,0.6177,1.006177,13.7719%
S&P 500 Total Return Index,7/26/91,-0.0023,0.999977,13.7693%
S&P 500 Total Return Index,7/29/91,0.6,1.006,14.4519%
S&P 500 Total Return Index,7/30/91,0.9511,1.009511,15.5404%
S&P 500 Total Return Index,7/31/91,0.292,1.00292,15.8778%
S&P 500 Total Return Index,8/1/91,-0.1729,0.998271,15.6775%
S&P 500 Total Return Index,8/2/91,0.0296,1.000296,15.7117%
S&P 500 Total Return Index,8/5/91,-0.5079,0.994921,15.1240%
S&P 500 Total Return Index,8/6/91,1.4927,1.014927,16.8425%
S&P 500 Total Return Index,8/7/91,0.0248,1.000248,16.8714%
S&P 500 Total Return Index,8/8/91,-0.3022,0.996978,16.5182%
S&P 500 Total Return Index,8/9/91,-0.5338,0.994662,15.8963%
S&P 500 Total Return Index,8/12/91,0.2615,1.002615,16.1993%
S&P 500 Total Return Index,8/13/91,0.4174,1.004174,16.6844%
S&P 500 Total Return Index,8/14/91,0.0858,1.000858,16.7845%
S&P 500 Total Return Index,8/15/91,-0.1399,0.998601,16.6211%
S&P 500 Total Return Index,8/16/91,-0.947,0.99053,15.5167%
S&P 500 Total Return Index,8/19/91,-2.3433,0.976567,12.8098%
S&P 500 Total Return Index,8/20/91,0.7874,1.007874,13.6980%
S&P 500 Total Return Index,8/21/91,2.944,1.02944,17.0453%
S&P 500 Total Return Index,8/22/91,0.1937,1.001937,17.2720%
S&P 500 Total Return Index,8/23/91,0.7259,1.007259,18.1233%
S&P 500 Total Return Index,8/26/91,-0.0469,0.999531,18.0679%
S&P 500 Total Return Index,8/27/91,-0.1786,0.998214,17.8570%
S&P 500 Total Return Index,8/28/91,0.9258,1.009258,18.9482%
S&P 500 Total Return Index,8/29/91,-0.0399,0.999601,18.9007%
S&P 500 Total Return Index,8/30/91,-0.235,0.99765,18.6213%
S&P 500 Total Return Index,9/3/91,-0.8154,0.991846,17.6541%
S&P 500 Total Return Index,9/4/91,-0.5488,0.994512,17.0084%
S&P 500 Total Return Index,9/5/91,-0.2117,0.997883,16.7607%
S&P 500 Total Return Index,9/6/91,-0.0068,0.999932,16.7527%
S&P 500 Total Return Index,9/9/91,-0.0993,0.999007,16.6368%
S&P 500 Total Return Index,9/10/91,-0.9988,0.990012,15.4718%
S&P 500 Total Return Index,9/11/91,0.1392,1.001392,15.6326%
S&P 500 Total Return Index,9/12/91,0.5858,1.005858,16.3099%
S&P 500 Total Return Index,9/13/91,-0.9654,0.990346,15.1871%
S&P 500 Total Return Index,9/16/91,0.6132,1.006132,15.8934%
S&P 500 Total Return Index,9/17/91,-0.0637,0.999363,15.8196%
S&P 500 Total Return Index,9/18/91,0.3732,1.003732,16.2518%
S&P 500 Total Return Index,9/19/91,0.161,1.00161,16.4390%
S&P 500 Total Return Index,9/20/91,0.1109,1.001109,16.5681%
S&P 500 Total Return Index,9/23/91,-0.5133,0.994867,15.9698%
S&P 500 Total Return Index,9/24/91,0.5023,1.005023,16.5523%
S&P 500 Total Return Index,9/25/91,-0.208,0.99792,16.3099%
S&P 500 Total Return Index,9/26/91,-0.0997,0.999003,16.1939%
S&P 500 Total Return Index,9/27/91,-0.152,0.99848,16.0173%
S&P 500 Total Return Index,9/30/91,0.5339,1.005339,16.6367%
S&P 500 Total Return Index,10/1/91,0.3503,1.003503,17.0453%
S&P 500 Total Return Index,10/2/91,-0.2432,0.997568,16.7606%
S&P 500 Total Return Index,10/3/91,-0.9729,0.990271,15.6247%
S&P 500 Total Return Index,10/4/91,-0.791,0.99209,14.7101%
S&P 500 Total Return Index,10/7/91,-0.448,0.99552,14.1962%
S&P 500 Total Return Index,10/8/91,0.3139,1.003139,14.5546%
S&P 500 Total Return Index,10/9/91,-1.0147,0.989853,13.3922%
S&P 500 Total Return Index,10/10/91,0.9948,1.009948,14.5203%
S&P 500 Total Return Index,10/11/91,0.2532,1.002532,14.8102%
S&P 500 Total Return Index,10/14/91,1.3154,1.013154,16.3204%
S&P 500 Total Return Index,10/15/91,1.1805,1.011805,17.6936%
S&P 500 Total Return Index,10/16/91,0.4591,1.004591,18.2339%
S&P 500 Total Return Index,10/17/91,-0.2207,0.997793,17.9730%
S&P 500 Total Return Index,10/18/91,0.1475,1.001475,18.1470%
S&P 500 Total Return Index,10/21/91,-0.6269,0.993731,17.4063%
S&P 500 Total Return Index,10/22/91,-0.5612,0.994388,16.7475%
S&P 500 Total Return Index,10/23/91,0.0293,1.000293,16.7817%
S&P 500 Total Return Index,10/24/91,-0.7403,0.992597,15.9171%
S&P 500 Total Return Index,10/25/91,-0.2206,0.997794,15.6614%
S&P 500 Total Return Index,10/28/91,1.4083,1.014083,17.2903%
S&P 500 Total Return Index,10/29/91,0.5281,1.005281,17.9097%
S&P 500 Total Return Index,10/30/91,0.3778,1.003778,18.3551%
S&P 500 Total Return Index,10/31/91,-0.1269,0.998731,18.2050%
S&P 500 Total Return Index,11/1/91,-0.2854,0.997146,17.8676%
S&P 500 Total Return Index,11/4/91,-0.1834,0.998166,17.6514%
S&P 500 Total Return Index,11/5/91,-0.3517,0.996483,17.2376%
S&P 500 Total Return Index,11/6/91,0.3507,1.003507,17.6488%
S&P 500 Total Return Index,11/7/91,0.9768,1.009768,18.7980%
S&P 500 Total Return Index,11/8/91,-0.162,0.99838,18.6055%
S&P 500 Total Return Index,11/11/91,0.0578,1.000578,18.6741%
S&P 500 Total Return Index,11/12/91,0.9284,1.009284,19.7759%
S&P 500 Total Return Index,11/13/91,0.1782,1.001782,19.9893%
S&P 500 Total Return Index,11/14/91,-0.0549,0.999451,19.9234%
S&P 500 Total Return Index,11/15/91,-3.6571,0.963429,15.5377%
S&P 500 Total Return Index,11/18/91,0.7186,1.007186,16.3680%
S&P 500 Total Return Index,11/19/91,-1.5085,0.984915,14.6126%
S&P 500 Total Return Index,11/20/91,-0.2277,0.997723,14.3516%
S&P 500 Total Return Index,11/21/91,0.4057,1.004057,14.8155%
S&P 500 Total Return Index,11/22/91,-1.0032,0.989968,13.6637%
S&P 500 Total Return Index,11/25/91,-0.1855,0.998145,13.4528%
S&P 500 Total Return Index,11/26/91,0.6969,1.006969,14.2435%
S&P 500 Total Return Index,11/27/91,-0.3576,0.996424,13.8350%
S&P 500 Total Return Index,11/29/91,-0.345,0.99655,13.4422%
S&P 500 Total Return Index,12/2/91,1.6868,1.016868,15.3558%
S&P 500 Total Return Index,12/3/91,-0.0914,0.999086,15.2503%
S&P 500 Total Return Index,12/4/91,-0.2264,0.997736,14.9894%
S&P 500 Total Return Index,12/5/91,-0.7014,0.992986,14.1829%
S&P 500 Total Return Index,12/6/91,0.4547,1.004547,14.7021%
S&P 500 Total Return Index,12/9/91,-0.2045,0.997955,14.4675%
S&P 500 Total Return Index,12/10/91,-0.0622,0.999378,14.3963%
S&P 500 Total Return Index,12/11/91,-0.0507,0.999493,14.3383%
S&P 500 Total Return Index,12/12/91,1.0212,1.010212,15.5059%
S&P 500 Total Return Index,12/13/91,0.7667,1.007667,16.3915%
S&P 500 Total Return Index,12/16/91,0.0023,1.000023,16.3942%
S&P 500 Total Return Index,12/17/91,-0.4348,0.995652,15.8881%
S&P 500 Total Return Index,12/18/91,0.1933,1.001933,16.1121%
S&P 500 Total Return Index,12/19/91,-0.2497,0.997503,15.8222%
S&P 500 Total Return Index,12/20/91,1.1856,1.011856,17.1954%
S&P 500 Total Return Index,12/23/91,2.5278,1.025278,20.1578%
S&P 500 Total Return Index,12/24/91,0.6953,1.006953,20.9933%
S&P 500 Total Return Index,12/26/91,1.3854,1.013854,22.6695%
S&P 500 Total Return Index,12/27/91,0.4254,1.004254,23.1914%
S&P 500 Total Return Index,12/30/91,2.1374,1.021374,25.8245%
S&P 500 Total Return Index,12/31/91,0.4692,1.004692,26.4148%
S&P 500 Total Return Index,1/2/92,0.0438,1.000438,26.4702%
S&P 500 Total Return Index,1/3/92,0.5002,1.005002,27.1028%
S&P 500 Total Return Index,1/6/92,-0.2882,0.997118,26.7365%
S&P 500 Total Return Index,1/7/92,-0.1289,0.998711,26.5731%
S&P 500 Total Return Index,1/8/92,0.1666,1.001666,26.7840%
S&P 500 Total Return Index,1/9/92,-0.1102,0.998898,26.6443%
S&P 500 Total Return Index,1/10/92,-0.6015,0.993985,25.8825%
S&P 500 Total Return Index,1/13/92,-0.1801,0.998199,25.6558%
S&P 500 Total Return Index,1/14/92,1.4746,1.014746,27.5087%
S&P 500 Total Return Index,1/15/92,0.0868,1.000868,27.6194%
S&P 500 Total Return Index,1/16/92,-0.6051,0.993949,26.8472%
S&P 500 Total Return Index,1/17/92,0.1621,1.001621,27.0528%
S&P 500 Total Return Index,1/20/92,-0.5974,0.994026,26.2938%
S&P 500 Total Return Index,1/21/92,-0.8911,0.991089,25.1684%
S&P 500 Total Return Index,1/22/92,1.3308,1.013308,26.8341%
S&P 500 Total Return Index,1/23/92,-0.7564,0.992436,25.8747%
S&P 500 Total Return Index,1/24/92,0.1256,1.001256,26.0328%
S&P 500 Total Return Index,1/27/92,-0.1004,0.998996,25.9063%
S&P 500 Total Return Index,1/28/92,0.0063,1.000063,25.9142%
S&P 500 Total Return Index,1/29/92,-1.1052,0.988948,24.5226%
S&P 500 Total Return Index,1/30/92,0.3154,1.003154,24.9154%
S&P 500 Total Return Index,1/31/92,-0.6836,0.993164,24.0615%
S&P 500 Total Return Index,2/3/92,0.2082,1.002082,24.3197%
S&P 500 Total Return Index,2/4/92,1.094,1.01094,25.6798%
S&P 500 Total Return Index,2/5/92,0.0377,1.000377,25.7272%
S&P 500 Total Return Index,2/6/92,0.021,1.00021,25.7536%
S&P 500 Total Return Index,2/7/92,-0.6393,0.993607,24.9496%
S&P 500 Total Return Index,2/10/92,0.7003,1.007003,25.8247%
S&P 500 Total Return Index,2/11/92,0.0105,1.000105,25.8379%
S&P 500 Total Return Index,2/12/92,0.819,1.00819,26.8685%
S&P 500 Total Return Index,2/13/92,-0.8185,0.991815,25.8301%
S&P 500 Total Return Index,2/14/92,-0.2576,0.997424,25.5059%
S&P 500 Total Return Index,2/18/92,-1.2306,0.987694,23.9615%
S&P 500 Total Return Index,2/19/92,0.219,1.00219,24.2329%
S&P 500 Total Return Index,2/20/92,1.3875,1.013875,25.9567%
S&P 500 Total Return Index,2/21/92,-0.588,0.99412,25.2160%
S&P 500 Total Return Index,2/24/92,0.221,1.00221,25.4928%
S&P 500 Total Return Index,2/25/92,-0.4138,0.995862,24.9735%
S&P 500 Total Return Index,2/26/92,1.1937,1.011937,26.4653%
S&P 500 Total Return Index,2/27/92,-0.3543,0.996457,26.0172%
S&P 500 Total Return Index,2/28/92,-0.2782,0.997218,25.6666%
S&P 500 Total Return Index,3/2/92,-0.0273,0.999727,25.6323%
S&P 500 Total Return Index,3/3/92,0.1301,1.001301,25.7958%
S&P 500 Total Return Index,3/4/92,-0.8465,0.991535,24.7309%
S&P 500 Total Return Index,3/5/92,-0.6825,0.993175,23.8796%
S&P 500 Total Return Index,3/6/92,-0.4894,0.995106,23.2734%
S&P 500 Total Return Index,3/9/92,0.2117,1.002117,23.5343%
S&P 500 Total Return Index,3/10/92,0.4288,1.004288,24.0641%
S&P 500 Total Return Index,3/11/92,-0.7032,0.992968,23.1916%
S&P 500 Total Return Index,3/12/92,-0.0321,0.999679,23.1521%
S&P 500 Total Return Index,3/13/92,0.4858,1.004858,23.7504%
S&P 500 Total Return Index,3/16/92,0.1406,1.001406,23.9244%
S&P 500 Total Return Index,3/17/92,0.7954,1.007954,24.9100%
S&P 500 Total Return Index,3/18/92,-0.1055,0.998945,24.7783%
S&P 500 Total Return Index,3/19/92,0.1605,1.001605,24.9785%
S&P 500 Total Return Index,3/20/92,0.3669,1.003669,25.4371%
S&P 500 Total Return Index,3/23/92,-0.3362,0.996638,25.0154%
S&P 500 Total Return Index,3/24/92,-0.2509,0.997491,24.7017%
S&P 500 Total Return Index,3/25/92,-0.2811,0.997189,24.3512%
S&P 500 Total Return Index,3/26/92,0.0869,1.000869,24.4592%
S&P 500 Total Return Index,3/27/92,-1.0673,0.989327,23.1309%
S&P 500 Total Return Index,3/30/92,-0.1006,0.998994,23.0070%
S&P 500 Total Return Index,3/31/92,0.1757,1.001757,23.2231%
S&P 500 Total Return Index,4/1/92,0.1369,1.001369,23.3918%
S&P 500 Total Return Index,4/2/92,-0.9185,0.990815,22.2585%
S&P 500 Total Return Index,4/3/92,0.2695,1.002695,22.5880%
S&P 500 Total Return Index,4/6/92,1.0492,1.010492,23.8741%
S&P 500 Total Return Index,4/7/92,-1.8511,0.981489,21.5811%
S&P 500 Total Return Index,4/8/92,-0.8953,0.991047,20.4926%
S&P 500 Total Return Index,4/9/92,1.5662,1.015662,22.3797%
S&P 500 Total Return Index,4/10/92,0.9196,1.009196,23.5052%
S&P 500 Total Return Index,4/13/92,0.446,1.00446,24.0560%
S&P 500 Total Return Index,4/14/92,1.5531,1.015531,25.9827%
S&P 500 Total Return Index,4/15/92,0.9435,1.009435,27.1713%
S&P 500 Total Return Index,4/16/92,-0.0518,0.999482,27.1055%
S&P 500 Total Return Index,4/20/92,-1.4059,0.985941,25.3185%
S&P 500 Total Return Index,4/21/92,0.0273,1.000273,25.3527%
S&P 500 Total Return Index,4/22/92,-0.1093,0.998907,25.2157%
S&P 500 Total Return Index,4/23/92,0.4378,1.004378,25.7639%
S&P 500 Total Return Index,4/24/92,-0.6203,0.993797,24.9838%
S&P 500 Total Return Index,4/27/92,-0.1223,0.998777,24.8309%
S&P 500 Total Return Index,4/28/92,0.1795,1.001795,25.0550%
S&P 500 Total Return Index,4/29/92,0.7103,1.007103,25.9433%
S&P 500 Total Return Index,4/30/92,0.7136,1.007136,26.8420%
S&P 500 Total Return Index,5/1/92,-0.5818,0.994182,26.1040%
S&P 500 Total Return Index,5/4/92,1.1119,1.011119,27.5062%
S&P 500 Total Return Index,5/5/92,-0.0021,0.999979,27.5035%
S&P 500 Total Return Index,5/6/92,-0.0021,0.999979,27.5008%
S&P 500 Total Return Index,5/7/92,-0.1447,0.998553,27.3163%
S&P 500 Total Return Index,5/8/92,0.0518,1.000518,27.3823%
S&P 500 Total Return Index,5/11/92,0.6311,1.006311,28.1862%
S&P 500 Total Return Index,5/12/92,-0.5181,0.994819,27.5221%
S&P 500 Total Return Index,5/13/92,0.0455,1.000455,27.5801%
S&P 500 Total Return Index,5/14/92,-0.7871,0.992129,26.5759%
S&P 500 Total Return Index,5/15/92,-0.6872,0.993128,25.7061%
S&P 500 Total Return Index,5/18/92,0.7024,1.007024,26.5890%
S&P 500 Total Return Index,5/19/92,0.8661,1.008661,27.6854%
S&P 500 Total Return Index,5/20/92,-0.2291,0.997709,27.3929%
S&P 500 Total Return Index,5/21/92,-0.6703,0.993297,26.5390%
S&P 500 Total Return Index,5/22/92,0.3666,1.003666,27.0029%
S&P 500 Total Return Index,5/26/92,-0.6039,0.993961,26.2359%
S&P 500 Total Return Index,5/27/92,0.1879,1.001879,26.4731%
S&P 500 Total Return Index,5/28/92,1.117,1.01117,27.8858%
S&P 500 Total Return Index,5/29/92,-0.3318,0.996682,27.4615%
S&P 500 Total Return Index,6/1/92,0.5045,1.005045,28.1045%
S&P 500 Total Return Index,6/2/92,-0.8785,0.991215,26.9791%
S&P 500 Total Return Index,6/3/92,0.2678,1.002678,27.3192%
S&P 500 Total Return Index,6/4/92,-0.3105,0.996895,26.9238%
S&P 500 Total Return Index,6/5/92,0.054,1.00054,26.9924%
S&P 500 Total Return Index,6/8/92,-0.0166,0.999834,26.9713%
S&P 500 Total Return Index,6/9/92,-0.7556,0.992444,26.0119%
S&P 500 Total Return Index,6/10/92,-0.684,0.99316,25.1500%
S&P 500 Total Return Index,6/11/92,0.4423,1.004423,25.7035%
S&P 500 Total Return Index,6/12/92,0.1761,1.001761,25.9249%
S&P 500 Total Return Index,6/15/92,0.134,1.00134,26.0936%
S&P 500 Total Return Index,6/16/92,-0.4703,0.995297,25.5006%
S&P 500 Total Return Index,6/17/92,-1.4848,0.985152,23.6372%
S&P 500 Total Return Index,6/18/92,-0.3198,0.996802,23.2418%
S&P 500 Total Return Index,6/19/92,0.6779,1.006779,24.0772%
S&P 500 Total Return Index,6/22/92,-0.0659,0.999341,23.9955%
S&P 500 Total Return Index,6/23/92,0.1594,1.001594,24.1931%
S&P 500 Total Return Index,6/24/92,0.0021,1.000021,24.1957%
S&P 500 Total Return Index,6/25/92,-0.174,0.99826,23.9796%
S&P 500 Total Return Index,6/26/92,0.1084,1.001084,24.1140%
S&P 500 Total Return Index,6/29/92,1.3676,1.013676,25.8114%
S&P 500 Total Return Index,6/30/92,-0.1948,0.998052,25.5663%
S&P 500 Total Return Index,7/1/92,1.1629,1.011629,27.0265%
S&P 500 Total Return Index,7/2/92,-0.2677,0.997323,26.6865%
S&P 500 Total Return Index,7/6/92,0.5534,1.005534,27.3876%
S&P 500 Total Return Index,7/7/92,-1.1276,0.988724,25.9511%
S&P 500 Total Return Index,7/8/92,0.2741,1.002741,26.2964%
S&P 500 Total Return Index,7/9/92,0.9704,1.009704,27.5220%
S&P 500 Total Return Index,7/10/92,0.0951,1.000951,27.6432%
S&P 500 Total Return Index,7/13/92,0.0619,1.000619,27.7222%
S&P 500 Total Return Index,7/14/92,0.6789,1.006789,28.5893%
S&P 500 Total Return Index,7/15/92,-0.1394,0.998606,28.4101%
S&P 500 Total Return Index,7/16/92,0.1149,1.001149,28.5576%
S&P 500 Total Return Index,7/17/92,-0.4572,0.995428,27.9699%
S&P 500 Total Return Index,7/20/92,-0.4408,0.995592,27.4058%
S&P 500 Total Return Index,7/21/92,0.0041,1.000041,27.4110%
S&P 500 Total Return Index,7/22/92,-0.6847,0.993153,26.5386%
S&P 500 Total Return Index,7/23/92,0.2812,1.002812,26.8944%
S&P 500 Total Return Index,7/24/92,-0.1163,0.998837,26.7469%
S&P 500 Total Return Index,7/27/92,0.0062,1.000062,26.7547%
S&P 500 Total Return Index,7/28/92,1.468,1.01468,28.6155%
S&P 500 Total Return Index,7/29/92,1.1353,1.011353,30.0757%
S&P 500 Total Return Index,7/30/92,0.4032,1.004032,30.6001%
S&P 500 Total Return Index,7/31/92,0.0727,1.000727,30.6951%
S&P 500 Total Return Index,8/3/92,0.238,1.00238,31.0061%
S&P 500 Total Return Index,8/4/92,-0.1328,0.998672,30.8321%
S&P 500 Total Return Index,8/5/92,-0.5097,0.994903,30.1653%
S&P 500 Total Return Index,8/6/92,-0.3442,0.996558,29.7173%
S&P 500 Total Return Index,8/7/92,-0.3637,0.996363,29.2455%
S&P 500 Total Return Index,8/10/92,0.1733,1.001733,29.4695%
S&P 500 Total Return Index,8/11/92,-0.1201,0.998799,29.3140%
S&P 500 Total Return Index,8/12/92,-0.2609,0.997391,28.9766%
S&P 500 Total Return Index,8/13/92,-0.0082,0.999918,28.9660%
S&P 500 Total Return Index,8/14/92,0.5416,1.005416,29.6645%
S&P 500 Total Return Index,8/17/92,0.2155,1.002155,29.9439%
S&P 500 Total Return Index,8/18/92,0.1643,1.001643,30.1574%
S&P 500 Total Return Index,8/19/92,-0.7472,0.992528,29.1849%
S&P 500 Total Return Index,8/20/92,0.0245,1.000245,29.2165%
S&P 500 Total Return Index,8/21/92,-0.8139,0.991861,28.1648%
S&P 500 Total Return Index,8/24/92,-0.983,0.99017,26.9050%
S&P 500 Total Return Index,8/25/92,0.2326,1.002326,27.2002%
S&P 500 Total Return Index,8/26/92,0.4828,1.004828,27.8143%
S&P 500 Total Return Index,8/27/92,0.0082,1.000082,27.8248%
S&P 500 Total Return Index,8/28/92,0.3175,1.003175,28.2306%
S&P 500 Total Return Index,8/31/92,-0.1644,0.998356,28.0198%
S&P 500 Total Return Index,9/1/92,0.5168,1.005168,28.6814%
S&P 500 Total Return Index,9/2/92,0.467,1.00467,29.2823%
S&P 500 Total Return Index,9/3/92,0.0061,1.000061,29.2902%
S&P 500 Total Return Index,9/4/92,-0.2059,0.997941,29.0240%
S&P 500 Total Return Index,9/8/92,-0.6271,0.993729,28.2149%
S&P 500 Total Return Index,9/9/92,0.5036,1.005036,28.8606%
S&P 500 Total Return Index,9/10/92,0.8652,1.008652,29.9755%
S&P 500 Total Return Index,9/11/92,-0.0872,0.999128,29.8622%
S&P 500 Total Return Index,9/14/92,1.4004,1.014004,31.6808%
S&P 500 Total Return Index,9/15/92,-1.283,0.98717,29.9913%
S&P 500 Total Return Index,9/16/92,0.0365,1.000365,30.0387%
S&P 500 Total Return Index,9/17/92,0.0061,1.000061,30.0467%
S&P 500 Total Return Index,9/18/92,0.7134,1.007134,30.9744%
S&P 500 Total Return Index,9/21/92,-0.167,0.99833,30.7557%
S&P 500 Total Return Index,9/22/92,-1.1812,0.988188,29.2112%
S&P 500 Total Return Index,9/23/92,0.0734,1.000734,29.3061%
S&P 500 Total Return Index,9/24/92,0.2935,1.002935,29.6856%
S&P 500 Total Return Index,9/25/92,-0.9796,0.990204,28.4152%
S&P 500 Total Return Index,9/28/92,0.5665,1.005665,29.1426%
S&P 500 Total Return Index,9/29/92,0.051,1.00051,29.2085%
S&P 500 Total Return Index,9/30/92,0.2448,1.002448,29.5248%
S&P 500 Total Return Index,10/1/92,-0.3602,0.996398,29.0583%
S&P 500 Total Return Index,10/2/92,-1.3969,0.986031,27.2554%
S&P 500 Total Return Index,10/5/92,-0.6566,0.993434,26.4199%
S&P 500 Total Return Index,10/6/92,-0.0917,0.999083,26.3040%
S&P 500 Total Return Index,10/7/92,-0.7199,0.992801,25.3947%
S&P 500 Total Return Index,10/8/92,0.8744,1.008744,26.4911%
S&P 500 Total Return Index,10/9/92,-1.246,0.98754,24.9151%
S&P 500 Total Return Index,10/12/92,1.1879,1.011879,26.3989%
S&P 500 Total Return Index,10/13/92,0.4567,1.004567,26.9762%
S&P 500 Total Return Index,10/14/92,0.0187,1.000187,26.9999%
S&P 500 Total Return Index,10/15/92,0.0643,1.000643,27.0816%
S&P 500 Total Return Index,10/16/92,0.5206,1.005206,27.7432%
S&P 500 Total Return Index,10/19/92,0.7985,1.007985,28.7632%
S&P 500 Total Return Index,10/20/92,0.1249,1.001249,28.9240%
S&P 500 Total Return Index,10/21/92,0.047,1.00047,28.9846%
S&P 500 Total Return Index,10/22/92,-0.1859,0.998141,28.7449%
S&P 500 Total Return Index,10/23/92,-0.1187,0.998813,28.5920%
S&P 500 Total Return Index,10/26/92,0.9264,1.009264,29.7833%
S&P 500 Total Return Index,10/27/92,0.0975,1.000975,29.9098%
S&P 500 Total Return Index,10/28/92,0.3936,1.003936,30.4212%
S&P 500 Total Return Index,10/29/92,0.1738,1.001738,30.6478%
S&P 500 Total Return Index,10/30/92,-0.5165,0.994835,29.9730%
S&P 500 Total Return Index,11/2/92,1.0038,1.010038,31.2777%
S&P 500 Total Return Index,11/3/92,-0.6405,0.993595,30.4369%
S&P 500 Total Return Index,11/4/92,-0.6446,0.993554,29.5961%
S&P 500 Total Return Index,11/5/92,0.364,1.00364,30.0678%
S&P 500 Total Return Index,11/6/92,-0.1378,0.998622,29.8886%
S&P 500 Total Return Index,11/9/92,0.2516,1.002516,30.2154%
S&P 500 Total Return Index,11/10/92,0.0121,1.000121,30.2311%
S&P 500 Total Return Index,11/11/92,0.8561,1.008561,31.3460%
S&P 500 Total Return Index,11/12/92,0.1666,1.001666,31.5649%
S&P 500 Total Return Index,11/13/92,-0.0962,0.999038,31.4383%
S&P 500 Total Return Index,11/16/92,-0.389,0.99611,30.9270%
S&P 500 Total Return Index,11/17/92,-0.312,0.99688,30.5185%
S&P 500 Total Return Index,11/18/92,0.8562,1.008562,31.6360%
S&P 500 Total Return Index,11/19/92,0.1862,1.001862,31.8811%
S&P 500 Total Return Index,11/20/92,0.7255,1.007255,32.8379%
S&P 500 Total Return Index,11/23/92,-0.3452,0.996548,32.3794%
S&P 500 Total Return Index,11/24/92,0.6152,1.006152,33.1938%
S&P 500 Total Return Index,11/25/92,0.378,1.00378,33.6972%
